N/A,N/A,取引ステータス,顧客登録,営業担当者,顧客ランク,パートナー登録,パートナー担当者,パートナーランク,企業名,企業名（カナ）,表記,URL,代表者役職,代表者,株式,資本金,従業員数,郵便番号,スペース：住所変換,住所変換,都道府県,市区町村,マンション名など,路線,最寄駅,電話番号,FAX番号,見積フォーマット,見積依頼書,見積発行,発注書,発注請書,支払締日,支払いサイト,金融機関名,金融機関コード,店名,店舗コード,口座種別,口座番号,口座名義,企業特徴,一言コメント,備考,請求備考,実績ありかどうか(0:なし, 1:あり),最終取引日,プロセスステータス/nN/A,N/A,deal_status,client_registration,sales_rep,client_rank,partner_registration,partner_rep,partner_rank,co_name,co_name_kana,co_kk,co_url,co_rep_position,co_rep_name,co_stocks,co_capital,co_employees,zipcode,address_button,address_change,address_prefecture,address_city,address_others,nearest_line,nearest_station,phone,fax,estimate_format,estimate_request,estimate_issue,order,order_confirmation,payment_closing_date,payment_terms,bank_name,bank_code,branch_name,branch_code,account_type,account_number,account_name,co_feature,comments,remarks,remarks_bill,has_trade,last_trading_date,process_status/n2,1,
        上場
              自社サービス製品あり
              シェアトップクラス
              グローバルに活動
        ,810,313,200 円,
        2014年 3月 期
                2013年 3月 期
                2012年 3月 期
          159億円
                145億円
                126億円
          ,2000年06月,代表取締役 社長　高島 宏平,インターネットなどを通じた一般消費者への特別栽培農産物、無添加加工食品など安全性に配慮した食品・食材の販売。現在、リアル店舗にも販路を拡大中。,東証マザーズ,創業者グループ株式会社リクルートホールディングスシダックスフードサービス株式会社株式会社ニッセンホールディングスアスクル株式会社株式会社ベネッセホールディングス株式会社グロービス・キャピタル・パートナーズ,株式会社リクルートライフスタイル株式会社ニッセンヤフー株式会社アスクル株式会社他多数 ,170人,34.0歳,東京都 品川区東五反田1丁目13番12号　COI五反田ビル10階,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/n3,2,N/A,2億円,
        2006年 3 月 期
                2005年 3 月 期
                    年   月 期
          13億1,100万円
                12億8,300万円
                非公開
          ,1998年09月,代表取締役社長 谷口　義恵,創立以来、 SAP社との緊密な協力体制のもと、ERPコンサルティングの第一線で活躍してきました。SAP　R/3の導入コンサルティングを専門としてビジネス展開を手がけ、長年にわたるR/3システム構築の経験とノウハウを活かし、お客さまが求める様々なビジネスモデルに対する最適なソリューションを提供しています。さらに日本では初の、SAPの最新の機能（NetWeaver）を組合せた導入実績もあり、開発したテンプレート「CAPTAIN」をベースにお客様のビジネス戦略に最も効果的、且つ迅速にソリューションを提供してまいります。,非上場,株式会社クレスコ　９７．５％,SAPジャパン（株）、ノバルティスファーマ（株）、東洋ビジネスエンジニアリング（株）、日本IBM（株）、日本IBMビジネス・ソリューション（株）、（株）クレスコ、（株）リコーロジスティクス、呉羽情報システム（株）、日本電気（株）、（株）オージス総研、ＴＩＳ（株）、（株）日本総合研究所、（株）日立情報システムズ、（株）ＪＡＬインフォテック、（株）菱化システム、（株）シンフォーム、フュージョン・コミュニケーションズ（株）、住信情報サービス（株） （敬称略、順不同）,91人,35.4歳,東京都 港区芝5丁目31番19号　田町全日空ビル2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/n4,3,N/A,209億7293万円,
        2005年 12月 期
                2004年 12月 期
                2003年 12月 期
          990億2700万円（連結）
                992億3100万円（連結）
                1009億6900万円（連結）
          ,1934年12月,代表取締役社長　ＣＥＯ 岡部有治,酒類カンパニー（ワイン・洋酒・和酒・アルコール）加工用酒類カンパニー医薬・化学品カンパニー飼料カンパニー,東証一部,味の素株式会社、日本マスタートラスト信託銀行株式会社信託口、第一生命保険相互会社、明治安田生命保険相互会社、日本証券金融株式会社、ステートストリートバンクアンドトラストカンパニー,N/A,870人,39.0歳,東京都 中央区京橋1-5-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/n